Country;NUTS;geo;label;na_item;vintage;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
AT;2;ATZZ;Extra-regio;D1;2015;42;55;54;45;45;46;46;47;50;54;53;52;50;51;;;;;;;
AT;0;AT;Austria;D1;2016;103345;105585;107547;109981;112748;116421;122035;128190;134961;136224;138905;144343;150342;154502;158686;;;;;;
AT;2;AT11;Burgenland (AT);D1;2016;2316;2351;2422;2501;2543;2618;2744;2873;2951;3024;3115;3254;3397;3523;3665;;;;;;
AT;2;AT12;Niederösterreich;D1;2016;15906;16013;16375;16708;17050;17471;18406;19286;20352;20529;21017;21739;22595;23257;23969;;;;;;
AT;2;AT13;Wien;D1;2016;29273;29784;30375;30641;31248;32044;33452;35174;37164;37953;38438;39738;41288;41985;42946;;;;;;
AT;2;AT21;Kärnten;D1;2016;5995;6138;6244;6402;6609;6834;7206;7550;7891;7861;7993;8235;8508;8668;8852;;;;;;
AT;2;AT22;Steiermark;D1;2016;13460;13696;13877;14263;14909;15470;16139;16879;17718;17683;18147;18983;19736;20221;20758;;;;;;
AT;2;AT31;Oberösterreich;D1;2016;17217;17828;18003;18540;18952;19702;20642;21806;23028;23115;23426;24524;25695;26609;27283;;;;;;
AT;2;AT32;Salzburg;D1;2016;6833;7000;7200;7473;7676;7996;8392;8786;9218;9273;9516;9876;10365;10718;10975;;;;;;
AT;2;AT33;Tirol;D1;2016;7992;8269;8450;8772;9023;9362;9891;10372;10896;11016;11316;11805;12361;12790;13224;;;;;;
AT;2;AT34;Vorarlberg;D1;2016;4310;4451;4548;4636;4693;4878;5116;5417;5695;5716;5884;6136;6346;6680;6964;;;;;;
AT;2;ATZZ;Extra-regio;D1;2016;42;55;54;45;45;46;46;47;50;54;53;52;50;51;51;;;;;;
AT;0;AT;Austria;D1;2017;103351;105588;107563;109989;112760;116393;122008;128163;134925;136194;138878;144318;150324;154509;158789;163818;;;;;
AT;2;AT11;Burgenland (AT);D1;2017;2339;2382;2448;2524;2583;2656;2773;2901;2984;3053;3140;3289;3434;3562;3707;3779;;;;;
AT;2;AT12;Niederösterreich;D1;2017;16076;16260;16663;16968;17370;17763;18739;19619;20676;20902;21406;22187;23073;23716;24402;25090;;;;;
AT;2;AT13;Wien;D1;2017;28778;29172;29714;30047;30650;31470;33058;34781;36616;37244;37673;38946;40502;41209;42222;43494;;;;;
AT;2;AT21;Kärnten;D1;2017;5979;6142;6231;6398;6616;6826;7162;7516;7913;7892;8033;8220;8495;8745;8945;9176;;;;;
AT;2;AT22;Steiermark;D1;2017;13524;13811;13996;14373;14947;15488;16121;16845;17702;17715;18192;19048;19781;20173;20760;21389;;;;;
AT;2;AT31;Oberösterreich;D1;2017;17326;17892;18088;18621;19069;19802;20630;21808;23069;23189;23526;24647;25811;26752;27438;28401;;;;;
AT;2;AT32;Salzburg;D1;2017;6891;7047;7270;7515;7717;8043;8418;8816;9283;9336;9560;9923;10392;10749;10991;11356;;;;;
AT;2;AT33;Tirol;D1;2017;8012;8312;8491;8810;9012;9363;9880;10357;10913;11044;11361;11808;12367;12810;13239;13780;;;;;
AT;2;AT34;Vorarlberg;D1;2017;4396;4542;4635;4704;4767;4952;5196;5488;5735;5783;5949;6216;6432;6760;7052;7318;;;;;
AT;2;ATZZ;Extra-regio;D1;2017;28;28;27;28;29;29;33;32;33;37;37;36;37;34;34;35;;;;;
AT;0;AT;Austria;D1;2018;103351;105588;107563;109989;112760;116393;122008;128163;134925;136194;138878;144318;150324;154509;158789;163661;170023;;;;
AT;2;AT11;Burgenland (AT);D1;2018;2339;2382;2448;2524;2583;2656;2773;2901;2984;3053;3140;3289;3434;3562;3707;3793;3917;;;;
AT;2;AT12;Niederösterreich;D1;2018;16076;16260;16663;16968;17370;17763;18739;19619;20676;20902;21406;22187;23073;23716;24402;25083;26047;;;;
AT;2;AT13;Wien;D1;2018;28778;29172;29714;30047;30650;31470;33058;34781;36616;37244;37673;38946;40502;41209;42222;43298;45187;;;;
AT;2;AT21;Kärnten;D1;2018;5979;6142;6231;6398;6616;6826;7162;7516;7913;7892;8033;8220;8495;8745;8945;9140;9380;;;;
AT;2;AT22;Steiermark;D1;2018;13524;13811;13996;14373;14947;15488;16121;16845;17702;17715;18192;19048;19781;20173;20760;21446;22198;;;;
AT;2;AT31;Oberösterreich;D1;2018;17326;17892;18088;18621;19069;19802;20630;21808;23069;23189;23526;24647;25811;26752;27438;28413;29446;;;;
AT;2;AT32;Salzburg;D1;2018;6891;7047;7270;7515;7717;8043;8418;8816;9283;9336;9560;9923;10392;10749;10991;11330;11779;;;;
AT;2;AT33;Tirol;D1;2018;8012;8312;8491;8810;9012;9363;9880;10357;10913;11044;11361;11808;12367;12810;13239;13795;14402;;;;
AT;2;AT34;Vorarlberg;D1;2018;4396;4542;4635;4704;4767;4952;5196;5488;5735;5783;5949;6216;6432;6760;7052;7327;7631;;;;
AT;2;ATZZ;Extra-regio;D1;2018;28;28;27;28;29;29;33;32;33;37;37;36;37;34;34;35;36;;;;
AT;0;AT;Austria;D1;2019;103351;105588;107563;109989;112760;116393;122008;128163;134925;136194;138878;144318;150324;154509;158789;163661;170081;176073;;;
AT;2;AT11;Burgenland (AT);D1;2019;2339;2382;2448;2524;2583;2656;2773;2901;2984;3053;3140;3289;3434;3562;3707;3793;3917;4071;;;
AT;2;AT12;Niederösterreich;D1;2019;16076;16260;16663;16968;17370;17763;18739;19619;20676;20902;21406;22187;23073;23716;24402;25083;26045;27000;;;
AT;2;AT13;Wien;D1;2019;28778;29172;29714;30047;30650;31470;33058;34781;36616;37244;37673;38946;40502;41209;42222;43298;45217;46599;;;
AT;2;AT21;Kärnten;D1;2019;5979;6142;6231;6398;6616;6826;7162;7516;7913;7892;8033;8220;8495;8745;8945;9140;9357;9622;;;
AT;2;AT22;Steiermark;D1;2019;13524;13811;13996;14373;14947;15488;16121;16845;17702;17715;18192;19048;19781;20173;20760;21446;22234;23175;;;
AT;2;AT31;Oberösterreich;D1;2019;17326;17892;18088;18621;19069;19802;20630;21808;23069;23189;23526;24647;25811;26752;27438;28413;29464;30465;;;
AT;2;AT32;Salzburg;D1;2019;6891;7047;7270;7515;7717;8043;8418;8816;9283;9336;9560;9923;10392;10749;10991;11330;11778;12181;;;
AT;2;AT33;Tirol;D1;2019;8012;8312;8491;8810;9012;9363;9880;10357;10913;11044;11361;11808;12367;12810;13239;13795;14399;14973;;;
AT;2;AT34;Vorarlberg;D1;2019;4396;4542;4635;4704;4767;4952;5196;5488;5735;5783;5949;6216;6432;6760;7052;7327;7635;7950;;;
AT;2;ATZZ;Extra-regio;D1;2019;28;28;27;28;29;29;33;32;33;37;37;36;37;34;34;35;36;36;;;
AT;0;AT;Austria;D1;2020;103351;105588;107563;109989;112760;116393;122008;128163;134925;136194;138878;144318;150324;154509;158789;163661;170081;176086;185084;;
AT;2;AT11;Burgenland (AT);D1;2020;2339;2382;2448;2524;2583;2656;2773;2901;2984;3053;3140;3289;3434;3562;3707;3793;3917;4084;4305;;
AT;2;AT12;Niederösterreich;D1;2020;16076;16260;16663;16968;17370;17763;18739;19619;20676;20902;21406;22187;23073;23716;24402;25083;26045;26989;28451;;
AT;2;AT13;Wien;D1;2020;28778;29172;29714;30047;30650;31470;33058;34781;36616;37244;37673;38946;40502;41209;42222;43298;45217;46618;48625;;
AT;2;AT21;Kärnten;D1;2020;5979;6142;6231;6398;6616;6826;7162;7516;7913;7892;8033;8220;8495;8745;8945;9140;9357;9616;10099;;
AT;2;AT22;Steiermark;D1;2020;13524;13811;13996;14373;14947;15488;16121;16845;17702;17715;18192;19048;19781;20173;20760;21446;22234;23172;24503;;
AT;2;AT31;Oberösterreich;D1;2020;17326;17892;18088;18621;19069;19802;20630;21808;23069;23189;23526;24647;25811;26752;27438;28413;29464;30448;32123;;
AT;2;AT32;Salzburg;D1;2020;6891;7047;7270;7515;7717;8043;8418;8816;9283;9336;9560;9923;10392;10749;10991;11330;11778;12185;12733;;
AT;2;AT33;Tirol;D1;2020;8012;8312;8491;8810;9012;9363;9880;10357;10913;11044;11361;11808;12367;12810;13239;13795;14399;14969;15832;;
AT;2;AT34;Vorarlberg;D1;2020;4396;4542;4635;4704;4767;4952;5196;5488;5735;5783;5949;6216;6432;6760;7052;7327;7635;7969;8374;;
AT;2;ATZZ;Extra-regio;D1;2020;28;28;27;28;29;29;33;32;33;37;37;36;37;34;34;35;36;36;39;;
AT;0;AT;Austria;EMP;2014;3948.2;3977.1;3978.8;3998.8;4015.1;4067;4135.1;4212.6;4304.5;4274.8;4307.7;4381.5;4431;4461.5;;;;;;;
AT;2;AT11;Burgenland (AT);EMP;2014;110.8;110.9;111.7;112.6;112.5;113;114.5;116.2;117.2;116.9;117.1;120.7;121.7;123.5;;;;;;;
AT;2;AT12;Niederösterreich;EMP;2014;660.1;660.7;661.7;664.4;666.9;673.2;683.7;695.7;711.5;705.4;706.8;718;725.4;728.5;;;;;;;
AT;2;AT13;Wien;EMP;2014;893.8;899.1;899.3;898.2;894.2;901.6;923.2;940.8;962.4;961;972.1;987.8;1004;1012.6;;;;;;;
AT;2;AT21;Kärnten;EMP;2014;252.7;254.4;255.3;255.8;257.5;261;266.5;270.6;274.7;270.1;270.7;274.5;275.1;274.7;;;;;;;
AT;2;AT22;Steiermark;EMP;2014;565.6;569.4;567.2;570.2;578;586.8;591.6;602.9;615.9;608.7;615.2;626;629.5;632.2;;;;;;;
AT;2;AT31;Oberösterreich;EMP;2014;675.3;684.9;685.5;691.9;695.1;707.1;717.2;731.9;748;741.6;743.7;756.8;765.7;771.4;;;;;;;
AT;2;AT32;Salzburg;EMP;2014;278.9;280.3;281.3;282.9;285;290.3;294.7;300.1;308.4;306.2;309.5;314.9;319.1;321.6;;;;;;;
AT;2;AT33;Tirol;EMP;2014;342.6;347.1;347.3;352.1;354.2;359.9;366.3;373;382;380.1;386.3;393.5;399.6;403.8;;;;;;;
AT;2;AT34;Vorarlberg;EMP;2014;167.7;169.5;168.9;170.1;171;173.3;176.6;180.8;183.8;184.1;185.5;188.7;190.3;192.5;;;;;;;
AT;2;ATZZ;Extra-regio;EMP;2014;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.7;0.7;0.8;0.8;0.7;0.7;0.7;;;;;;;
AT;0;AT;Austria;EMP;2015;3948.2;3977.1;3978.8;3998.8;4015.1;4067;4135.1;4212.6;4304.5;4274.8;4307.7;4381.5;4427.6;4453.9;4501.8;;;;;;
AT;2;AT11;Burgenland (AT);EMP;2015;110.8;110.9;111.7;112.6;112.5;113;114.5;116.2;117.2;116.9;117.1;120.7;121.5;122.2;123.5;;;;;;
AT;2;AT12;Niederösterreich;EMP;2015;660.1;660.7;661.7;664.4;666.9;673.2;683.7;695.7;711.5;705.4;706.8;718;725.6;730.3;738.4;;;;;;
AT;2;AT13;Wien;EMP;2015;893.8;899.1;899.3;898.2;894.2;901.6;923.2;940.8;962.4;961;972.1;987.8;1005.3;1012.3;1022.5;;;;;;
AT;2;AT21;Kärnten;EMP;2015;252.7;254.4;255.3;255.8;257.5;261;266.5;270.6;274.7;270.1;270.7;274.5;273.9;273.7;275.9;;;;;;
AT;2;AT22;Steiermark;EMP;2015;565.6;569.4;567.2;570.2;578;586.8;591.6;602.9;615.9;608.7;615.2;626;628.2;629;635.3;;;;;;
AT;2;AT31;Oberösterreich;EMP;2015;675.3;684.9;685.5;691.9;695.1;707.1;717.2;731.9;748;741.6;743.7;756.8;764.6;769;778.7;;;;;;
AT;2;AT32;Salzburg;EMP;2015;278.9;280.3;281.3;282.9;285;290.3;294.7;300.1;308.4;306.2;309.5;314.9;319;321.4;323.3;;;;;;
AT;2;AT33;Tirol;EMP;2015;342.6;347.1;347.3;352.1;354.2;359.9;366.3;373;382;380.1;386.3;393.5;398.6;402;407.2;;;;;;
AT;2;AT34;Vorarlberg;EMP;2015;167.7;169.5;168.9;170.1;171;173.3;176.6;180.8;183.8;184.1;185.5;188.7;190.2;193.4;196.4;;;;;;
AT;2;ATZZ;Extra-regio;EMP;2015;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.7;0.7;0.8;0.8;0.7;0.7;0.7;0.7;;;;;;
AT;0;AT;Austria;EMP;2016;3948.2;3977.1;3978.8;3998.8;4015.1;4067;4135.1;4212.6;4304.5;4274.8;4307.7;4381.5;4427.6;4450.1;4495.3;4527.5;;;;;
AT;2;AT11;Burgenland (AT);EMP;2016;110.8;110.9;111.7;112.6;112.5;113;114.5;116.2;117.2;116.9;117.1;120.7;121.5;122.6;124.2;124.7;;;;;
AT;2;AT12;Niederösterreich;EMP;2016;660.1;660.7;661.7;664.4;666.9;673.2;683.7;695.7;711.5;705.4;706.8;718;725.6;730.5;738.7;743.5;;;;;
AT;2;AT13;Wien;EMP;2016;893.8;899.1;899.3;898.2;894.2;901.6;923.2;940.8;962.4;961;972.1;987.8;1005.3;1010.9;1021.5;1030.1;;;;;
AT;2;AT21;Kärnten;EMP;2016;252.7;254.4;255.3;255.8;257.5;261;266.5;270.6;274.7;270.1;270.7;274.5;273.9;273.5;275.6;275.9;;;;;
AT;2;AT22;Steiermark;EMP;2016;565.6;569.4;567.2;570.2;578;586.8;591.6;602.9;615.9;608.7;615.2;626;628.2;628.5;633.5;635.1;;;;;
AT;2;AT31;Oberösterreich;EMP;2016;675.3;684.9;685.5;691.9;695.1;707.1;717.2;731.9;748;741.6;743.7;756.8;764.6;768.4;777.4;784.3;;;;;
AT;2;AT32;Salzburg;EMP;2016;278.9;280.3;281.3;282.9;285;290.3;294.7;300.1;308.4;306.2;309.5;314.9;319;320.7;322.1;324;;;;;
AT;2;AT33;Tirol;EMP;2016;342.6;347.1;347.3;352.1;354.2;359.9;366.3;373;382;380.1;386.3;393.5;398.6;401.4;405.1;409.5;;;;;
AT;2;AT34;Vorarlberg;EMP;2016;167.7;169.5;168.9;170.1;171;173.3;176.6;180.8;183.8;184.1;185.5;188.7;190.2;193.1;196.4;199.6;;;;;
AT;2;ATZZ;Extra-regio;EMP;2016;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.7;0.7;0.8;0.8;0.7;0.7;0.7;0.7;0.7;;;;;
AT;0;AT;Austria;EMP;2017;3948.2;3977.1;3978.8;3998.8;4015.1;4067;4135.1;4212.6;4304.5;4274.8;4305.3;4379;4424.7;4449.2;4493.8;4523.4;4591.3;;;;
AT;2;AT11;Burgenland (AT);EMP;2017;110.8;111;112.2;113.2;112.8;113.4;114.6;116.2;117.5;117.1;117.2;121;121.9;123.2;125.2;126.2;127.3;;;;
AT;2;AT12;Niederösterreich;EMP;2017;659.2;660.7;662.5;665;666.6;671.8;682.8;694.5;710.7;705.1;706;718.1;724.2;730.2;738;744;755;;;;
AT;2;AT13;Wien;EMP;2017;891.3;896.2;896.4;893.8;894.6;902.2;929.5;946.4;962.2;961.5;972.6;987.5;1005.4;1007.1;1018.4;1026.5;1043.1;;;;
AT;2;AT21;Kärnten;EMP;2017;253.5;255.3;256;256.4;258;261.6;265.4;269.8;274.6;269.5;270;273.4;273.3;273.2;275.2;274.7;276.7;;;;
AT;2;AT22;Steiermark;EMP;2017;567.1;571.5;569.1;572;579;588.8;592.6;603.6;617.3;610.6;616.5;629;631.3;632.3;636.8;637.9;647.6;;;;
AT;2;AT31;Oberösterreich;EMP;2017;674.5;682.9;682.4;689.5;691.6;702.4;710.6;725.7;745.2;737.8;740.2;752.8;759.7;765.2;773.5;779.5;791;;;;
AT;2;AT32;Salzburg;EMP;2017;278.2;279.2;280.4;282.5;284.2;289.7;293.7;299.3;307.7;305.5;308.2;313.4;317.7;320;321.5;323.6;327.8;;;;
AT;2;AT33;Tirol;EMP;2017;345.6;350.3;350.4;355.7;357.2;363.7;369.1;376.3;385.9;383.8;389.7;395.4;401.1;405.1;409;412.8;421;;;;
AT;2;AT34;Vorarlberg;EMP;2017;167.2;169.1;168.7;170;170.4;172.7;176.1;180;182.6;182.9;184;187.7;189.2;192.1;195.7;197.4;201;;;;
AT;2;ATZZ;Extra-regio;EMP;2017;0.8;0.8;0.7;0.8;0.7;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.7;0.7;0.7;0.7;;;;
AT;0;AT;Austria;EMP;2018;3755;3782;3778.4;3803;3826.8;3872.9;3940.7;4012.7;4089.1;4067.5;4098.2;4161.9;4205.2;4219.8;4259.9;4285.5;4341;4414.5;;;
AT;2;AT11;Burgenland (AT);EMP;2018;101.1;101.4;102.5;103.8;103.9;104.6;105.9;107.4;108.5;108.5;109.1;112.5;113.6;114.5;116.4;117.5;118.5;120.2;;;
AT;2;AT12;Niederösterreich;EMP;2018;621.3;622.6;623.6;627.3;630.5;634.7;645.7;656.6;670.7;666.8;667.6;678.2;683.3;686.6;693.7;698;704.8;715.6;;;
AT;2;AT13;Wien;EMP;2018;862;866.1;864.3;861.8;863.7;870.2;895.7;911.4;923.1;923.5;934.1;948.2;966.7;969.5;979.5;988.7;1006.1;1025;;;
AT;2;AT21;Kärnten;EMP;2018;239;240.9;241.5;242.5;244.7;247.8;251.8;255.8;259.9;255.7;256.2;258.3;258.3;257.4;258.9;257.7;258.9;261.7;;;
AT;2;AT22;Steiermark;EMP;2018;533.1;537.4;534.4;538.3;546.3;554.6;558.9;569.2;581;575.9;581.6;592.5;594.3;593.8;597.7;600.2;607.1;619;;;
AT;2;AT31;Oberösterreich;EMP;2018;646.4;654.5;652.7;660.3;663.6;673.5;682;696.2;713.3;707.3;710.2;720.3;726.3;728.3;735.6;739.4;748.5;759.8;;;
AT;2;AT32;Salzburg;EMP;2018;264.7;265.6;266.4;269;271.3;276.4;280.5;285.6;292.6;290.9;293.5;297.8;301.5;303.1;304.5;305.3;308.5;312.7;;;
AT;2;AT33;Tirol;EMP;2018;326.6;331.3;331.2;336.6;338.7;344.9;350.6;357.2;364.7;363.3;369.1;374;379.5;382.7;386.6;390.1;397.1;405.2;;;
AT;2;AT34;Vorarlberg;EMP;2018;159.8;161.5;161.1;162.7;163.4;165.5;168.8;172.5;174.5;174.9;176;179.3;180.9;183.1;186.3;187.9;190.8;194.6;;;
AT;2;ATZZ;Extra-regio;EMP;2018;0.8;0.8;0.7;0.7;0.7;0.8;0.8;0.7;0.7;0.8;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.7;;;
AT;0;AT;Austria;EMP;2019;3755;3782;3778.4;3803;3826.8;3872.9;3940.7;4012.7;4089.1;4067.5;4098.2;4161.9;4205.2;4219.8;4259.9;4285.5;4341.3;4413.2;4489;;
AT;2;AT11;Burgenland (AT);EMP;2019;101.1;101.4;102.5;103.8;103.9;104.6;105.9;107.4;108.5;108.5;109.1;112.5;113.6;114.5;116.4;117.5;118.5;121;122.8;;
AT;2;AT12;Niederösterreich;EMP;2019;621.3;622.6;623.6;627.3;630.5;634.7;645.7;656.6;670.7;666.8;667.6;678.2;683.3;686.6;693.7;698;704.6;716.4;726.9;;
AT;2;AT13;Wien;EMP;2019;862;866.1;864.3;861.8;863.7;870.2;895.7;911.4;923.1;923.5;934.1;948.2;966.7;969.5;979.5;988.7;1008.2;1026;1046.3;;
AT;2;AT21;Kärnten;EMP;2019;239;240.9;241.5;242.5;244.7;247.8;251.8;255.8;259.9;255.7;256.2;258.3;258.3;257.4;258.9;257.7;258.9;261.5;264.1;;
AT;2;AT22;Steiermark;EMP;2019;533.1;537.4;534.4;538.3;546.3;554.6;558.9;569.2;581;575.9;581.6;592.5;594.3;593.8;597.7;600.2;606.9;618.4;631.8;;
AT;2;AT31;Oberösterreich;EMP;2019;646.4;654.5;652.7;660.3;663.6;673.5;682;696.2;713.3;707.3;710.2;720.3;726.3;728.3;735.6;739.4;747.7;759.3;770.8;;
AT;2;AT32;Salzburg;EMP;2019;264.7;265.6;266.4;269;271.3;276.4;280.5;285.6;292.6;290.9;293.5;297.8;301.5;303.1;304.5;305.3;308.1;312.1;316.6;;
AT;2;AT33;Tirol;EMP;2019;326.6;331.3;331.2;336.6;338.7;344.9;350.6;357.2;364.7;363.3;369.1;374;379.5;382.7;386.6;390.1;396.9;403.9;411.2;;
AT;2;AT34;Vorarlberg;EMP;2019;159.8;161.5;161.1;162.7;163.4;165.5;168.8;172.5;174.5;174.9;176;179.3;180.9;183.1;186.3;187.9;190.8;194;198;;
AT;2;ATZZ;Extra-regio;EMP;2019;0.8;0.8;0.7;0.7;0.7;0.8;0.8;0.7;0.7;0.8;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;;
AT;0;AT;Austria;EMP;2020;3755;3782;3778.4;3803;3826.8;3872.9;3940.7;4012.7;4089.1;4067.5;4098.2;4161.9;4205.2;4219.8;4259.9;4285.5;4341.3;4412.6;4487.9;4539.1;
AT;2;AT11;Burgenland (AT);EMP;2020;101.1;101.4;102.5;103.8;103.9;104.6;105.9;107.4;108.5;108.5;109.1;112.5;113.6;114.5;116.4;117.5;118.5;120.8;122.5;123.5;
AT;2;AT12;Niederösterreich;EMP;2020;621.3;622.6;623.6;627.3;630.5;634.7;645.7;656.6;670.7;666.8;667.6;678.2;683.3;686.6;693.7;698;704.6;716.3;726.5;733.4;
AT;2;AT13;Wien;EMP;2020;862;866.1;864.3;861.8;863.7;870.2;895.7;911.4;923.1;923.5;934.1;948.2;966.7;969.5;979.5;988.7;1008.2;1027.4;1048.8;1066.5;
AT;2;AT21;Kärnten;EMP;2020;239;240.9;241.5;242.5;244.7;247.8;251.8;255.8;259.9;255.7;256.2;258.3;258.3;257.4;258.9;257.7;258.9;261.3;264.2;265.6;
AT;2;AT22;Steiermark;EMP;2020;533.1;537.4;534.4;538.3;546.3;554.6;558.9;569.2;581;575.9;581.6;592.5;594.3;593.8;597.7;600.2;606.9;618.3;631;637.2;
AT;2;AT31;Oberösterreich;EMP;2020;646.4;654.5;652.7;660.3;663.6;673.5;682;696.2;713.3;707.3;710.2;720.3;726.3;728.3;735.6;739.4;747.7;757.8;768.8;777.2;
AT;2;AT32;Salzburg;EMP;2020;264.7;265.6;266.4;269;271.3;276.4;280.5;285.6;292.6;290.9;293.5;297.8;301.5;303.1;304.5;305.3;308.1;311.9;316.6;319.2;
AT;2;AT33;Tirol;EMP;2020;326.6;331.3;331.2;336.6;338.7;344.9;350.6;357.2;364.7;363.3;369.1;374;379.5;382.7;386.6;390.1;396.9;403.7;411.1;416.1;
AT;2;AT34;Vorarlberg;EMP;2020;159.8;161.5;161.1;162.7;163.4;165.5;168.8;172.5;174.5;174.9;176;179.3;180.9;183.1;186.3;187.9;190.8;194.3;197.7;199.8;
AT;2;ATZZ;Extra-regio;EMP;2020;0.8;0.8;0.7;0.7;0.7;0.8;0.8;0.7;0.7;0.8;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.7;
AT;0;AT;Austria;B1G;2021;190625;197077;202353;207248;216098;225888;239076;253605;262415;256671;263633;276404;283548;288624;297230;307038;318953;329417;344417;355291;340264
AT;2;AT11;Burgenland (AT);B1G;2021;4281;4432;4639;4769;5026;5086;5270;5611;5726;5740;5968;6250;6554;6718;6903;7171;7449;7775;8011;8262;8003
AT;2;AT12;Niederösterreich;B1G;2021;29926;30490;31081;31926;33818;34841;37010;39812;41402;40277;41239;43236;44316;44972;46438;48057;49564;51913;54033;56213;53396
AT;2;AT13;Wien;B1G;2021;51456;53480;55301;56013;57540;59891;63396;66054;68510;68001;69611;71967;72950;74063;75613;77845;82004;82836;86844;89473;86648
AT;2;AT21;Kärnten;B1G;2021;11047;11246;11577;11879;12371;12952;13596;14614;14974;14398;14774;15640;15814;15957;16434;16693;17030;17757;18665;19194;18566
AT;2;AT22;Steiermark;B1G;2021;24210;25098;25472;26225;27672;28913;30458;32631;33589;32645;33479;35175;36444;36804;38106;38993;40620;42363;43591;45466;43590
AT;2;AT31;Oberösterreich;B1G;2021;31456;32594;33240;34336;35635;37813;39932;42339;44408;42821;44185;46857;48032;49387;50977;52308;54187;56196;59111;60760;58523
AT;2;AT32;Salzburg;B1G;2021;13601;14015;14425;14786;15569;16266;17364;18661;19063;18581;19483;20452;21255;21355;21863;22835;23908;24662;25638;26546;25068
AT;2;AT33;Tirol;B1G;2021;16041;16712;17262;17868;18542;19707;21046;22164;22617;22416;22801;24018;25085;25787;26635;27820;28858;29776;31141;32324;30010
AT;2;AT34;Vorarlberg;B1G;2021;8512;8914;9260;9353;9830;10323;10907;11623;12022;11682;11978;12693;12977;13470;14151;15198;15216;16022;17263;16930;16331
AT;2;ATZZ;Extra-regio;B1G;2021;94;95;96;93;95;98;97;97;104;111;115;116;120;111;111;117;116;116;120;121;129
AT;2;ATZZ;Extra-regio;B6N;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AT;0;AT;Austria;B6N;2021;127877;130119;132893;137637;142805;152461;159699;167319;172384;172401;173778;178320;179494;179324;183648;185925;193999;199787;206507;213661;
AT;2;AT11;Burgenland (AT);B6N;2021;4061;4175;4277;4459;4746;5047;5284;5565;5715;5730;5820;5925;6135;6061;6211;6365;6598;6863;7065;7297;
AT;2;AT12;Niederösterreich;B6N;2021;24821;25391;25872;26822;27832;29775;31325;33015;34047;34129;34664;35559;35818;35753;36571;36949;38668;39511;40962;42252;
AT;2;AT13;Wien;B6N;2021;27504;27667;28265;29125;29993;31756;33120;34612;35532;35692;35813;36769;36431;36272;37133;37616;39204;40239;41418;42944;
AT;2;AT21;Kärnten;B6N;2021;8282;8478;8626;8939;9249;9927;10328;10799;11047;11023;11115;11279;11417;11344;11579;11679;12116;12488;12851;13220;
AT;2;AT22;Steiermark;B6N;2021;17831;18184;18595;19229;19885;21286;22300;23437;24182;24067;24313;24890;25110;25074;25679;25970;26978;27872;28857;29818;
AT;2;AT31;Oberösterreich;B6N;2021;21312;21749;22125;22934;23993;25684;26954;28161;29136;29013;29131;29956;30237;30234;31014;31306;32648;33800;35036;36367;
AT;2;AT32;Salzburg;B6N;2021;8127;8278;8441;8737;9058;9719;10158;10621;10979;10999;11038;11332;11387;11447;11733;11884;12462;12886;13284;13754;
AT;2;AT33;Tirol;B6N;2021;10221;10414;10765;11243;11669;12455;13007;13593;14029;14020;14101;14541;14765;14876;15242;15490;16262;16807;17394;18022;
AT;2;AT34;Vorarlberg;B6N;2021;5717;5784;5927;6148;6380;6812;7223;7517;7719;7729;7783;8069;8194;8263;8487;8666;9063;9322;9640;9987;
AT;0;AT;Austria;D1;2021;103351;105588;107563;109989;112760;116393;122008;128163;134925;136194;138878;144318;150324;154509;158789;163661;170081;176086;185127;192918;
AT;2;AT11;Burgenland (AT);D1;2021;2339;2382;2448;2524;2583;2656;2773;2901;2984;3053;3140;3289;3434;3562;3707;3793;3917;4084;4299;4439;
AT;2;AT12;Niederösterreich;D1;2021;16076;16260;16663;16968;17370;17763;18739;19619;20676;20902;21406;22187;23073;23716;24402;25083;26045;26989;28420;29585;
AT;2;AT13;Wien;D1;2021;28778;29172;29714;30047;30650;31470;33058;34781;36616;37244;37673;38946;40502;41209;42222;43298;45217;46618;48600;50738;
AT;2;AT21;Kärnten;D1;2021;5979;6142;6231;6398;6616;6826;7162;7516;7913;7892;8033;8220;8495;8745;8945;9140;9357;9616;10103;10478;
AT;2;AT22;Steiermark;D1;2021;13524;13811;13996;14373;14947;15488;16121;16845;17702;17715;18192;19048;19781;20173;20760;21446;22234;23172;24570;25639;
AT;2;AT31;Oberösterreich;D1;2021;17326;17892;18088;18621;19069;19802;20630;21808;23069;23189;23526;24647;25811;26752;27438;28413;29464;30448;32129;33480;
AT;2;AT32;Salzburg;D1;2021;6891;7047;7270;7515;7717;8043;8418;8816;9283;9336;9560;9923;10392;10749;10991;11330;11778;12185;12752;13298;
