unit	geo	time	obs_value	obs_decimals	obs_status
PPS_EU27_2020_HAB	TR33	2018	16200		
PPS_EU27_2020_HAB	TR33	2019	15700		
MIO_EUR	TR4	2004	35910.14	2	
MIO_EUR	TR4	2005	45338.37	2	
MIO_EUR	TR4	2006	50564.01	2	
MIO_EUR	TR4	2007	57414.92	2	
MIO_EUR	TR4	2008	60971.73	2	
MIO_EUR	TR4	2009	52080.93	2	
MIO_EUR	TR4	2010	64738.46	2	
MIO_EUR	TR4	2011	68307.82	2	
MIO_EUR	TR4	2012	76554.33	2	
MIO_EUR	TR4	2013	80948.72	2	
MIO_EUR	TR4	2014	79902.93	2	
MIO_EUR	TR4	2015	88445.53	2	
MIO_EUR	TR4	2016	88617.85	2	
MIO_EUR	TR4	2017	88099.78	2	
MIO_EUR	TR4	2018	78589.79	2	
MIO_EUR	TR4	2019	78036.83	2	
MIO_NAC	TR4	2004	63815.91	2	
MIO_NAC	TR4	2005	76036.98	2	
MIO_NAC	TR4	2006	91470.29	2	
MIO_NAC	TR4	2007	102571.76	2	
MIO_NAC	TR4	2008	116236.52	2	
MIO_NAC	TR4	2009	112656.26	2	
MIO_NAC	TR4	2010	129250.34	2	
MIO_NAC	TR4	2011	159690.03	2	
MIO_NAC	TR4	2012	177108.45	2	
MIO_NAC	TR4	2013	205083.58	2	
MIO_NAC	TR4	2014	232237.87	2	
MIO_NAC	TR4	2015	267591.96	2	
MIO_NAC	TR4	2016	296276.06	2	
MIO_NAC	TR4	2017	363023.96	2	
MIO_NAC	TR4	2018	448566.94	2	
MIO_NAC	TR4	2019	496142.53	2	
EUR_HAB	TR4	2004	6000		
EUR_HAB	TR4	2005	7400		
EUR_HAB	TR4	2006	8100		
EUR_HAB	TR4	2007	9000		
EUR_HAB	TR4	2008	9400		
EUR_HAB	TR4	2009	7800		
EUR_HAB	TR4	2010	9600		
EUR_HAB	TR4	2011	9900		
EUR_HAB	TR4	2012	10900		
EUR_HAB	TR4	2013	11400		
EUR_HAB	TR4	2014	11000		
EUR_HAB	TR4	2015	11900		
EUR_HAB	TR4	2016	11700		
EUR_HAB	TR4	2017	11400		
EUR_HAB	TR4	2018	10000		
EUR_HAB	TR4	2019	9700		
MIO_PPS_EU27_2020	TR4	2004	65814.49	2	
MIO_PPS_EU27_2020	TR4	2005	74606.04	2	
MIO_PPS_EU27_2020	TR4	2006	86366.06	2	
MIO_PPS_EU27_2020	TR4	2007	95128.88	2	
MIO_PPS_EU27_2020	TR4	2008	102490.49	2	
MIO_PPS_EU27_2020	TR4	2009	94025.96	2	
MIO_PPS_EU27_2020	TR4	2010	106293.15	2	
MIO_PPS_EU27_2020	TR4	2011	123203.36	2	
MIO_PPS_EU27_2020	TR4	2012	128288.32	2	
MIO_PPS_EU27_2020	TR4	2013	138232.81	2	
MIO_PPS_EU27_2020	TR4	2014	150655.11	2	
MIO_PPS_EU27_2020	TR4	2015	165481.56	2	
MIO_PPS_EU27_2020	TR4	2016	165768.32	2	
MIO_PPS_EU27_2020	TR4	2017	180124.12	2	
MIO_PPS_EU27_2020	TR4	2018	186186.07	2	
MIO_PPS_EU27_2020	TR4	2019	175796.8	1	
PPS_EU27_2020_HAB	TR4	2004	10900		
PPS_EU27_2020_HAB	TR4	2005	12200		
PPS_EU27_2020_HAB	TR4	2006	13800		
PPS_EU27_2020_HAB	TR4	2007	15000		
PPS_EU27_2020_HAB	TR4	2008	15800		
PPS_EU27_2020_HAB	TR4	2009	14200		
PPS_EU27_2020_HAB	TR4	2010	15700		
PPS_EU27_2020_HAB	TR4	2011	17900		
PPS_EU27_2020_HAB	TR4	2012	18300		
PPS_EU27_2020_HAB	TR4	2013	19400		
PPS_EU27_2020_HAB	TR4	2014	20700		
PPS_EU27_2020_HAB	TR4	2015	22300		
PPS_EU27_2020_HAB	TR4	2016	21800		
PPS_EU27_2020_HAB	TR4	2017	23200		
PPS_EU27_2020_HAB	TR4	2018	23600		
PPS_EU27_2020_HAB	TR4	2019	21800		
MIO_EUR	TR41	2004	18258.61	2	
MIO_EUR	TR41	2005	23043.25	2	
MIO_EUR	TR41	2006	25281.94	2	
MIO_EUR	TR41	2007	28607.62	2	
MIO_EUR	TR41	2008	30102.64	2	
MIO_EUR	TR41	2009	25934.32	2	
MIO_EUR	TR41	2010	32396.56	2	
MIO_EUR	TR41	2011	33895.34	2	
MIO_EUR	TR41	2012	37965.03	2	
MIO_EUR	TR41	2013	40124.25	2	
MIO_EUR	TR41	2014	39116.28	2	
MIO_EUR	TR41	2015	42819.71	2	
MIO_EUR	TR41	2016	43127.81	2	
MIO_EUR	TR41	2017	42278.07	2	
MIO_EUR	TR41	2018	37514.78	2	
MIO_EUR	TR41	2019	37732.87	2	
MIO_NAC	TR41	2004	32447.38	2	
MIO_NAC	TR41	2005	38645.84	2	
MIO_NAC	TR41	2006	45735.03	2	
MIO_NAC	TR41	2007	51107.52	2	
MIO_NAC	TR41	2008	57387.67	2	
MIO_NAC	TR41	2009	56098.54	2	
MIO_NAC	TR41	2010	64679.73	2	
MIO_NAC	TR41	2011	79240.52	2	
MIO_NAC	TR41	2012	87832.09	2	
MIO_NAC	TR41	2013	101654.78	2	
MIO_NAC	TR41	2014	113691.46	2	
MIO_NAC	TR41	2015	129551.04	2	
MIO_NAC	TR41	2016	144189.2	1	
MIO_NAC	TR41	2017	174211.03	2	
MIO_NAC	TR41	2018	214123.11	2	
MIO_NAC	TR41	2019	239898.07	2	
EUR_HAB	TR41	2004	5700		
EUR_HAB	TR41	2005	7100		
EUR_HAB	TR41	2006	7700		
EUR_HAB	TR41	2007	8600		
EUR_HAB	TR41	2008	8800		
EUR_HAB	TR41	2009	7500		
EUR_HAB	TR41	2010	9100		
EUR_HAB	TR41	2011	9400		
EUR_HAB	TR41	2012	10400		
EUR_HAB	TR41	2013	10800		
EUR_HAB	TR41	2014	10300		
EUR_HAB	TR41	2015	11100		
EUR_HAB	TR41	2016	11000		
EUR_HAB	TR41	2017	10600		
EUR_HAB	TR41	2018	9300		
EUR_HAB	TR41	2019	9100		
MIO_PPS_EU27_2020	TR41	2004	33463.57	2	
MIO_PPS_EU27_2020	TR41	2005	37918.56	2	
MIO_PPS_EU27_2020	TR41	2006	43182.91	2	
MIO_PPS_EU27_2020	TR41	2007	47399.02	2	
MIO_PPS_EU27_2020	TR41	2008	50601.06	2	
MIO_PPS_EU27_2020	TR41	2009	46821.35	2	
MIO_PPS_EU27_2020	TR41	2010	53191.44	2	
MIO_PPS_EU27_2020	TR41	2011	61135.3	1	
MIO_PPS_EU27_2020	TR41	2012	63621.09	2	
MIO_PPS_EU27_2020	TR41	2013	68518.53	2	
MIO_PPS_EU27_2020	TR41	2014	73752.83	2	
MIO_PPS_EU27_2020	TR41	2015	80115.66	2	
MIO_EUR	PL42	2010	13881.66	2	
MIO_EUR	PL42	2011	14283.61	2	
MIO_EUR	PL42	2012	14577.76	2	
MIO_EUR	PL42	2013	14656.6	1	
MIO_NAC	SE3	2005	483467.77	2	
MIO_NAC	SE3	2006	513975.39	2	
MIO_NAC	SE3	2007	522339.47	2	
MIO_NAC	SE3	2008	546437.91	2	
MIO_NAC	SE3	2009	516955.17	2	
MIO_NAC	SE3	2010	580245.69	2	
MIO_NAC	SE3	2011	592950.04	2	
MIO_NAC	SE3	2012	590955.67	2	
MIO_NAC	SE3	2013	591387.13	2	
MIO_NAC	SE3	2014	604125.44	2	
MIO_NAC	SE3	2015	623254.25	2	
MIO_NAC	SE3	2016	646300.98	2	
MIO_NAC	SE3	2017	680504.69	2	
MIO_NAC	SE3	2018	715866.78	2	
MIO_NAC	SE3	2019	735563.53	2	
EUR_HAB_EU27_2020	SE3	2000	149		
EUR_HAB_EU27_2020	SE3	2001	136		
EUR_HAB_EU27_2020	SE3	2002	138		
EUR_HAB_EU27_2020	SE3	2003	140		
EUR_HAB_EU27_2020	SE3	2004	141		
EUR_HAB_EU27_2020	SE3	2005	139		
EUR_HAB_EU27_2020	SE3	2006	140		
EUR_HAB_EU27_2020	SE3	2007	135		
EUR_HAB_EU27_2020	SE3	2008	132		
EUR_HAB_EU27_2020	SE3	2009	119		
EUR_HAB_EU27_2020	SE3	2010	143		
EUR_HAB_EU27_2020	SE3	2011	150		
EUR_HAB_EU27_2020	SE3	2012	155		
EUR_HAB_EU27_2020	SE3	2013	154		
EUR_HAB_EU27_2020	SE3	2014	146		
EUR_HAB_EU27_2020	SE3	2015	141		
EUR_HAB_EU27_2020	SE3	2016	140		
EUR_HAB_EU27_2020	SE3	2017	138		
EUR_HAB_EU27_2020	SE3	2018	132		
EUR_HAB_EU27_2020	SE3	2019	127		
EUR_HAB	SE3	2000	27300		
EUR_HAB	SE3	2001	26200		
EUR_HAB	SE3	2002	27400		
EUR_HAB	SE3	2003	28500		
EUR_HAB	SE3	2004	30000		
EUR_HAB	SE3	2005	30500		
EUR_HAB	SE3	2006	32600		
EUR_HAB	SE3	2007	33100		
EUR_HAB	SE3	2008	33400		
EUR_HAB	SE3	2009	28600		
EUR_HAB	SE3	2010	35700		
EUR_HAB	SE3	2011	38600		
EUR_HAB	SE3	2012	39900		
EUR_HAB	SE3	2013	40100		
EUR_HAB	SE3	2014	38800		
EUR_HAB	SE3	2015	38800		
EUR_HAB	SE3	2016	39400		
EUR_HAB	SE3	2017	40500		
EUR_HAB	SE3	2018	39900		
EUR_HAB	SE3	2019	39600		
MIO_PPS_EU27_2020	SE3	2000	36095.48	2	
MIO_PPS_EU27_2020	SE3	2001	36673.01	2	
MIO_PPS_EU27_2020	SE3	2002	37309.68	2	
MIO_PPS_EU27_2020	SE3	2003	38411.19	2	
MIO_PPS_EU27_2020	SE3	2004	41007.83	2	
MIO_PPS_EU27_2020	SE3	2005	41765.39	2	
MIO_PPS_EU27_2020	SE3	2006	44836.21	2	
MIO_PPS_EU27_2020	SE3	2007	46479.34	2	
MIO_PPS_EU27_2020	SE3	2008	48294.51	2	
MIO_PPS_EU27_2020	SE3	2009	43753.77	2	
MIO_PPS_EU27_2020	SE3	2010	48662		
MIO_PPS_EU27_2020	SE3	2011	49976.4	1	
MIO_PPS_EU27_2020	SE3	2012	50441.35	2	
MIO_PPS_EU27_2020	SE3	2013	49621.76	2	
MIO_PPS_EU27_2020	SE3	2014	49598.98	2	
MIO_PPS_EU27_2020	SE3	2015	50600.73	2	
MIO_PPS_EU27_2020	SE3	2016	50866.61	2	
MIO_PPS_EU27_2020	SE3	2017	52789.13	2	
MIO_PPS_EU27_2020	SE3	2018	54776.78	2	
MIO_PPS_EU27_2020	SE3	2019	55649.47	2	
PPS_EU27_2020_HAB	SE3	2000	20900		
PPS_EU27_2020_HAB	SE3	2001	21400		
PPS_EU27_2020_HAB	SE3	2002	21800		
PPS_EU27_2020_HAB	SE3	2003	22500		
PPS_EU27_2020_HAB	SE3	2004	24000		
PPS_EU27_2020_HAB	SE3	2005	24500		
PPS_EU27_2020_HAB	SE3	2006	26300		
PPS_EU27_2020_HAB	SE3	2007	27300		
PPS_EU27_2020_HAB	SE3	2008	28400		
PPS_EU27_2020_HAB	SE3	2009	25700		
PPS_EU27_2020_HAB	SE3	2010	28600		
PPS_EU27_2020_HAB	SE3	2011	29300		
PPS_EU27_2020_HAB	SE3	2012	29600		
PPS_EU27_2020_HAB	SE3	2013	29100		
PPS_EU27_2020_HAB	SE3	2014	29000		
PPS_EU27_2020_HAB	SE3	2015	29400		
PPS_EU27_2020_HAB	SE3	2016	29400		
PPS_EU27_2020_HAB	SE3	2017	30300		
PPS_EU27_2020_HAB	SE3	2018	31300		
PPS_EU27_2020_HAB	SE3	2019	31700		
PPS_HAB_EU27_2020	SE3	2000	114		
PPS_HAB_EU27_2020	SE3	2001	111		
PPS_HAB_EU27_2020	SE3	2002	110		
PPS_HAB_EU27_2020	SE3	2003	111		
PPS_HAB_EU27_2020	SE3	2004	113		
PPS_HAB_EU27_2020	SE3	2005	111		
PPS_HAB_EU27_2020	SE3	2006	113		
PPS_HAB_EU27_2020	SE3	2007	111		
PPS_HAB_EU27_2020	SE3	2008	112		
PPS_HAB_EU27_2020	SE3	2009	107		
PPS_HAB_EU27_2020	SE3	2010	115		
PPS_HAB_EU27_2020	SE3	2011	114		
PPS_HAB_EU27_2020	SE3	2012	115		
PPS_HAB_EU27_2020	SE3	2013	112		
PPS_HAB_EU27_2020	SE3	2014	109		
PPS_HAB_EU27_2020	SE3	2015	107		
PPS_HAB_EU27_2020	SE3	2016	104		
PPS_HAB_EU27_2020	SE3	2017	103		
PPS_HAB_EU27_2020	SE3	2018	104		
PPS_HAB_EU27_2020	SE3	2019	102		
MIO_EUR	SE31	2000	22437.35	2	
MIO_EUR	SE31	2001	20680		
MIO_EUR	SE31	2002	21863.31	2	
MIO_EUR	SE31	2003	22864.27	2	
MIO_EUR	SE31	2004	23823.67	2	
MIO_EUR	SE31	2005	24092.64	2	
MIO_EUR	SE31	2006	25552.17	2	
MIO_EUR	SE31	2007	26325.54	2	
MIO_EUR	SE31	2008	25824.54	2	
MIO_EUR	SE31	2009	22189.21	2	
MIO_EUR	SE31	2010	26967.87	2	
MIO_EUR	SE31	2011	29335.62	2	
MIO_EUR	SE31	2012	30581.96	2	
MIO_EUR	SE31	2013	30985.85	2	
MIO_EUR	SE31	2014	30329.5	1	
MIO_EUR	SE31	2015	30616.64	2	
MIO_EUR	SE31	2016	31620.92	2	
MIO_EUR	SE31	2017	32257.43	2	
MIO_EUR	SE31	2018	31867.24	2	
MIO_EUR	SE31	2019	31358.24	2	
MIO_NAC	SE31	2000	189487.93	2	
MIO_NAC	SE31	2001	191395.45	2	
MIO_NAC	SE31	2002	200291.96	2	
MIO_NAC	SE31	2003	208618.18	2	
MIO_NAC	SE31	2004	217374.33	2	
MIO_NAC	SE31	2005	223632.72	2	
MIO_NAC	SE31	2006	236469.96	2	
MIO_NAC	SE31	2007	243513.88	2	
MIO_NAC	SE31	2008	248308.08	2	
MIO_NAC	SE31	2009	235629.46	2	
MIO_NAC	SE31	2010	257200.65	2	
MIO_NAC	SE31	2011	264894.76	2	
MIO_NAC	SE31	2012	266188.47	2	
MIO_NAC	SE31	2013	268074.06	2	
MIO_NAC	SE31	2014	275952.95	2	
MIO_NAC	SE31	2015	286372.77	2	
MIO_NAC	SE31	2016	299415.35	2	
MIO_NAC	SE31	2017	310803.6	1	
MIO_NAC	SE31	2018	326903.68	2	
MIO_NAC	SE31	2019	332055.52	2	
EUR_HAB_EU27_2020	SE31	2000	146		
EUR_HAB_EU27_2020	SE31	2001	129		
EUR_HAB_EU27_2020	SE31	2002	133		
EUR_HAB_EU27_2020	SE31	2003	136		
EUR_HAB_EU27_2020	SE31	2004	136		
EUR_HAB_EU27_2020	SE31	2005	133		
EUR_HAB_EU27_2020	SE31	2006	133		
EUR_HAB_EU27_2020	SE31	2007	130		
EUR_HAB_EU27_2020	SE31	2008	124		
EUR_HAB_EU27_2020	SE31	2009	112		
EUR_HAB_EU27_2020	SE31	2010	131		
EUR_HAB_EU27_2020	SE31	2011	139		
EUR_HAB_EU27_2020	SE31	2012	144		
EUR_HAB_EU27_2020	SE31	2013	144		
EUR_HAB_EU27_2020	SE31	2014	137		
EUR_HAB_EU27_2020	SE31	2015	133		
EUR_HAB_EU27_2020	SE31	2016	133		
EUR_HAB_EU27_2020	SE31	2017	130		
EUR_HAB_EU27_2020	SE31	2018	123		
EUR_HAB_EU27_2020	SE31	2019	118		
EUR_HAB	SE31	2000	26900		
EUR_HAB	SE31	2001	24900		
EUR_HAB	SE31	2002	26400		
EUR_HAB	SE31	2003	27600		
EUR_HAB	SE31	2004	28800		
EUR_HAB	SE31	2005	29200		
EUR_HAB	SE31	2006	31000		
EUR_HAB	SE31	2007	31900		
EUR_HAB	SE31	2008	31300		
EUR_HAB	SE31	2009	26900		
EUR_HAB	SE31	2010	32600		
EUR_HAB	SE31	2011	35500		
EUR_HAB	SE31	2012	37000		
EUR_HAB	SE31	2013	37400		
EUR_HAB	SE31	2014	36500		
EUR_HAB	SE31	2015	36600		
EUR_HAB	SE31	2016	37500		
EUR_HAB	SE31	2017	38000		
EUR_HAB	SE31	2018	37300		
EUR_HAB	SE31	2019	36600		
MIO_PPS_EU27_2020	SE31	2000	17175.43	2	
MIO_PPS_EU27_2020	SE31	2001	16847.75	2	
MIO_PPS_EU27_2020	SE31	2002	17438.98	2	
MIO_PPS_EU27_2020	SE31	2003	18054.83	2	
MIO_PPS_EU27_2020	SE31	2004	19107.48	2	
MIO_PPS_EU27_2020	SE31	2005	19318.99	2	
MIO_PPS_EU27_2020	SE31	2006	20628.26	2	
MIO_PPS_EU27_2020	SE31	2007	21668.6	1	
MIO_PPS_EU27_2020	SE31	2008	21945.62	2	
MIO_PPS_EU27_2020	SE31	2009	19943.08	2	
MIO_PPS_EU27_2020	SE31	2010	21570		
MIO_PPS_EU27_2020	SE31	2011	22326.48	2	
MIO_PPS_EU27_2020	SE31	2012	22720.66	2	
MIO_PPS_EU27_2020	SE31	2013	22493.4	1	
MIO_PPS_EU27_2020	SE31	2014	22655.86	2	
MIO_PPS_EU27_2020	SE31	2015	23250.02	2	
PPS_EU27_2020_HAB	TR63	2007	7000		
PPS_EU27_2020_HAB	TR63	2008	7600		
EUR_HAB	SI0	2000	11000		
EUR_HAB	SI0	2001	11700		
EUR_HAB	SI0	2002	12500		
EUR_HAB	SI0	2003	13100		
EUR_HAB	SI0	2004	13900		
EUR_HAB	SI0	2005	14600		
EUR_HAB	SI0	2006	15700		
EUR_HAB	SI0	2007	17400		
EUR_HAB	SI0	2008	18800		
EUR_HAB	SI0	2009	17800		
EUR_HAB	SI0	2010	17700		
EUR_HAB	SI0	2011	18100		
EUR_HAB	SI0	2012	17600		
EUR_HAB	SI0	2013	17700		
EUR_HAB	SI0	2014	18300		
EUR_HAB	SI0	2015	18800		
EUR_HAB	SI0	2016	19600		
EUR_HAB	SI0	2017	20800		
EUR_HAB	SI0	2018	22100		
EUR_HAB	SI0	2019	23200		
MIO_PPS_EU27_2020	SI0	2000	29740.25	2	
MIO_PPS_EU27_2020	SI0	2001	31246.6	1	
MIO_PPS_EU27_2020	SI0	2002	33090.11	2	
MIO_PPS_EU27_2020	SI0	2003	34590.94	2	
MIO_PPS_EU27_2020	SI0	2004	37135.01	2	
MIO_PPS_EU27_2020	SI0	2005	39074.2	1	
MIO_PPS_EU27_2020	SI0	2006	41027.11	2	
MIO_PPS_EU27_2020	SI0	2007	43929.63	2	
MIO_PPS_EU27_2020	SI0	2008	46429.27	2	
MIO_PPS_EU27_2020	SI0	2009	42408.29	2	
MIO_PPS_EU27_2020	SI0	2010	43144.6	1	
MIO_PPS_EU27_2020	SI0	2011	44271.45	2	
MIO_PPS_EU27_2020	SI0	2012	44135.9	1	
MIO_PPS_EU27_2020	SI0	2013	44543.14	2	
MIO_PPS_EU27_2020	SI0	2014	45607.92	2	
MIO_PPS_EU27_2020	SI0	2015	46917.76	2	
MIO_PPS_EU27_2020	SI0	2016	48661.4	1	
MIO_PPS_EU27_2020	SI0	2017	51801		
MIO_PPS_EU27_2020	SI0	2018	54719.22	2	
MIO_PPS_EU27_2020	SI0	2019	57779.6	1	
PPS_EU27_2020_HAB	SI0	2000	14900		
PPS_EU27_2020_HAB	SI0	2001	15700		
PPS_EU27_2020_HAB	SI0	2002	16600		
PPS_EU27_2020_HAB	SI0	2003	17300		
PPS_EU27_2020_HAB	SI0	2004	18600		
PPS_EU27_2020_HAB	SI0	2005	19500		
PPS_EU27_2020_HAB	SI0	2006	20400		
PPS_EU27_2020_HAB	SI0	2007	21800		
PPS_EU27_2020_HAB	SI0	2008	23000		
PPS_EU27_2020_HAB	SI0	2009	20800		
PPS_EU27_2020_HAB	SI0	2010	21100		
PPS_EU27_2020_HAB	SI0	2011	21600		
PPS_EU27_2020_HAB	SI0	2012	21500		
PPS_EU27_2020_HAB	SI0	2013	21600		
PPS_EU27_2020_HAB	SI0	2014	22100		
PPS_EU27_2020_HAB	SI0	2015	22700		
PPS_EU27_2020_HAB	SI0	2016	23600		
PPS_EU27_2020_HAB	SI0	2017	25100		
PPS_EU27_2020_HAB	SI0	2018	26400		
PPS_EU27_2020_HAB	SI0	2019	27700		
PPS_HAB_EU27_2020	SI0	2000	81		
PPS_HAB_EU27_2020	SI0	2001	82		
PPS_HAB_EU27_2020	SI0	2002	83		
PPS_HAB_EU27_2020	SI0	2003	85		
PPS_HAB_EU27_2020	SI0	2004	88		
PPS_HAB_EU27_2020	SI0	2005	89		
PPS_HAB_EU27_2020	SI0	2006	88		
PPS_HAB_EU27_2020	SI0	2007	89		
PPS_HAB_EU27_2020	SI0	2008	91		
PPS_HAB_EU27_2020	SI0	2009	86		
PPS_HAB_EU27_2020	SI0	2010	85		
PPS_HAB_EU27_2020	SI0	2011	84		
PPS_HAB_EU27_2020	SI0	2012	83		
PPS_HAB_EU27_2020	SI0	2013	83		
PPS_HAB_EU27_2020	SI0	2014	83		
PPS_HAB_EU27_2020	SI0	2015	83		
PPS_HAB_EU27_2020	SI0	2016	84		
PPS_HAB_EU27_2020	SI0	2017	86		
PPS_HAB_EU27_2020	SI0	2018	87		
PPS_HAB_EU27_2020	SI0	2019	89		
MIO_EUR	SI03	2000	10156.4	1	
MIO_EUR	SI03	2001	10686.31	2	
MIO_EUR	SI03	2002	11479.5	1	
MIO_EUR	SI03	2003	11787.58	2	
MIO_EUR	SI03	2004	12447.88	2	
MIO_EUR	SI03	2005	13067.6	1	
MIO_EUR	SI03	2006	14008.54	2	
MIO_EUR	SI03	2007	15564.97	2	
MIO_EUR	SI03	2008	16818.88	2	
MIO_EUR	SI03	2009	15902.86	2	
MIO_EUR	SI03	2010	15938.37	2	
MIO_EUR	SI03	2011	16356.96	2	
MIO_EUR	SI03	2012	15978.53	2	
MIO_EUR	SI03	2013	16096.86	2	
MIO_EUR	SI03	2014	16580.24	2	
MIO_EUR	SI03	2015	17085.39	2	
MIO_EUR	SI03	2016	17687.69	2	
MIO_EUR	SI03	2017	18720.78	2	
MIO_EUR	SI03	2018	19882.79	2	
MIO_EUR	SI03	2019	21015.96	2	
MIO_NAC	SI03	2000	8756.64	2	
MIO_NAC	SI03	2001	9720.41	2	
MIO_NAC	SI03	2002	10825.01	2	
MIO_NAC	SI03	2003	11502.75	2	
MIO_NAC	SI03	2004	12419.18	2	
MIO_NAC	SI03	2005	13063.68	2	
MIO_NAC	SI03	2006	14005.98	2	
MIO_NAC	SI03	2007	15564.97	2	
MIO_NAC	SI03	2008	16818.88	2	
MIO_NAC	SI03	2009	15902.86	2	
MIO_NAC	SI03	2010	15938.37	2	
MIO_NAC	SI03	2011	16356.96	2	
MIO_NAC	SI03	2012	15978.53	2	
MIO_NAC	SI03	2013	16096.86	2	
MIO_NAC	SI03	2014	16580.24	2	
MIO_NAC	SI03	2015	17085.39	2	
MIO_NAC	SI03	2016	17687.69	2	
MIO_NAC	SI03	2017	18720.78	2	
MIO_NAC	SI03	2018	19882.79	2	
MIO_NAC	SI03	2019	21015.96	2	
EUR_HAB_EU27_2020	SI03	2000	51		
EUR_HAB_EU27_2020	SI03	2001	51		
EUR_HAB_EU27_2020	SI03	2002	53		
EUR_HAB_EU27_2020	SI03	2003	53		
EUR_HAB_EU27_2020	SI03	2004	54		
EUR_HAB_EU27_2020	SI03	2005	54		
EUR_HAB_EU27_2020	SI03	2006	55		
EUR_HAB_EU27_2020	SI03	2007	58		
EUR_HAB_EU27_2020	SI03	2008	61		
EUR_HAB_EU27_2020	SI03	2009	60		
EUR_HAB_EU27_2020	SI03	2010	58		
EUR_HAB_EU27_2020	SI03	2011	58		
EUR_HAB_EU27_2020	SI03	2012	56		
EUR_HAB_EU27_2020	SI03	2013	56		
EUR_HAB_EU27_2020	SI03	2014	57		
EUR_HAB_EU27_2020	SI03	2015	57		
EUR_HAB_EU27_2020	SI03	2016	58		
EUR_HAB_EU27_2020	SI03	2017	59		
EUR_HAB_EU27_2020	SI03	2018	60		
EUR_HAB_EU27_2020	SI03	2019	61		
EUR_HAB	SI03	2000	9300		
EUR_HAB	SI03	2001	9800		
EUR_HAB	SI03	2002	10500		
EUR_HAB	SI03	2003	10800		
EUR_HAB	SI03	2004	11400		
EUR_HAB	SI03	2005	12000		
EUR_HAB	SI03	2006	12800		
EUR_HAB	SI03	2007	14200		
EUR_HAB	SI03	2008	15400		
EUR_HAB	SI03	2009	14500		
EUR_HAB	SI03	2010	14500		
EUR_HAB	SI03	2011	14900		
EUR_HAB	SI03	2012	14500		
EUR_HAB	SI03	2013	14700		
EUR_HAB	SI03	2014	15200		
EUR_HAB	SI03	2015	15600		
EUR_HAB	SI03	2016	16200		
EUR_HAB	SI03	2017	17200		
EUR_HAB	SI03	2018	18200		
EUR_HAB	SI03	2019	19100		
MIO_PPS_EU27_2020	SI03	2000	13813.34	2	
MIO_PPS_EU27_2020	SI03	2001	14362.31	2	
MIO_PPS_EU27_2020	SI03	2002	15211.13	2	
MIO_PPS_EU27_2020	SI03	2003	15534.56	2	
MIO_PPS_EU27_2020	SI03	2004	16692.6	1	
MIO_PPS_EU27_2020	SI03	2005	17533.16	2	
MIO_PPS_EU27_2020	SI03	2006	18259.25	2	
MIO_PPS_EU27_2020	SI03	2007	19495.17	2	
MIO_PPS_EU27_2020	SI03	2008	20589.94	2	
MIO_PPS_EU27_2020	SI03	2009	18601.97	2	
MIO_PPS_EU27_2020	SI03	2010	18910.36	2	
MIO_PPS_EU27_2020	SI03	2011	19540.6	1	
MIO_PPS_EU27_2020	SI03	2012	19452.78	2	
MIO_PPS_EU27_2020	SI03	2013	19668.57	2	
MIO_PPS_EU27_2020	SI03	2014	20093.13	2	
MIO_PPS_EU27_2020	SI03	2015	20632.02	2	
MIO_PPS_EU27_2020	SI03	2016	21281.88	2	
MIO_PPS_EU27_2020	SI03	2017	22547.66	2	
MIO_PPS_EU27_2020	SI03	2018	23722.41	2	
MIO_PPS_EU27_2020	SI03	2019	25092.58	2	
PPS_EU27_2020_HAB	SI03	2000	12600		
PPS_EU27_2020_HAB	SI03	2001	13100		
PPS_EU27_2020_HAB	SI03	2002	13900		
PPS_EU27_2020_HAB	SI03	2003	14200		
PPS_EU27_2020_HAB	SI03	2004	15300		
PPS_EU27_2020_HAB	SI03	2005	16000		
PPS_EU27_2020_HAB	SI03	2006	16700		
PPS_EU27_2020_HAB	SI03	2007	17700		
PPS_EU27_2020_HAB	SI03	2008	18800		
PPS_EU27_2020_HAB	SI03	2009	16900		
PPS_EU27_2020_HAB	SI03	2010	17200		
PPS_EU27_2020_HAB	SI03	2011	17800		
PPS_EU27_2020_HAB	SI03	2012	17700		
PPS_EU27_2020_HAB	SI03	2013	17900		
PPS_EU27_2020_HAB	SI03	2014	18400		
PPS_EU27_2020_HAB	SI03	2015	18900		
PPS_EU27_2020_HAB	SI03	2016	19500		
PPS_EU27_2020_HAB	SI03	2017	20700		
PPS_EU27_2020_HAB	SI03	2018	21700		
PPS_EU27_2020_HAB	SI03	2019	22900		
PPS_HAB_EU27_2020	SI03	2000	69		
PPS_HAB_EU27_2020	SI03	2001	68		
PPS_HAB_EU27_2020	SI03	2002	70		
PPS_HAB_EU27_2020	SI03	2003	70		
PPS_HAB_EU27_2020	SI03	2004	72		
PPS_HAB_EU27_2020	SI03	2005	73		
EUR_HAB_EU27_2020	FRE2	2015	91		
EUR_HAB_EU27_2020	FRE2	2016	88		
EUR_HAB_EU27_2020	FRE2	2017	87		
EUR_HAB_EU27_2020	FRE2	2018	85		p
MIO_EUR	SK04	2002	5714.93	2	
MIO_EUR	SK04	2003	6446.03	2	
MIO_EUR	SK04	2004	7400.03	2	
MIO_EUR	SK04	2005	8197.88	2	
MIO_EUR	SK04	2006	9141.58	2	
MIO_EUR	SK04	2007	11175.79	2	
