FREQ;REF_AREA;COUNTERPART_AREA;REF_SECTOR;COUNTERPART_SECTOR;ACCOUNTING_ENTRY;STO;ACTIVITY;VALUATION;PRICES;UNIT_MEASURE;TRANSFORMATION;TIME_PERIOD;OBS_VALUE;OBS_STATUS;CONF_STATUS;COMMENT_OBS;EMBARGO_DATE;PRE_BREAK_VALUE;COMMENT_DSET;REF_PERIOD_DETAIL;REPYEARSTART;REPYEAREND;TIME_FORMAT;TIME_PER_COLLECT;DECIMALS;TABLE_IDENTIFIER;TITLE;TITLE_COMPL;UNIT_MULT;LAST_UPDATE;COMPILING_ORG;COMMENT_TS;DATA_COMP;CURRENCY;DISS_ORG
A;AT1;W2;S1;S1;D;D1;KTN;_Z;V;XDC;N;2006;9946;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;KTN;_Z;V;XDC;N;2007;10678;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;KTN;_Z;V;XDC;N;2008;11466;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;KTN;_Z;V;XDC;N;2009;11560;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;KTN;_Z;V;XDC;N;2010;11921;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;KTN;_Z;V;XDC;N;2011;12471;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;KTN;_Z;V;XDC;N;2012;12934;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;KTN;_Z;V;XDC;N;2013;13371;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;KTN;_Z;V;XDC;N;2014;13675;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;KTN;_Z;V;XDC;N;2015;14102;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;KTN;_Z;V;XDC;N;2016;14682;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;KTN;_Z;V;XDC;N;2017;15438;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;KTN;_Z;V;XDC;N;2018;16099;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;KTN;_Z;V;XDC;N;2019;16859;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2000;804;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2001;807;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2002;831;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2003;819;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2004;832;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2005;838;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2006;890;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2007;907;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2008;930;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2009;936;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2010;942;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2011;966;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2012;1014;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2013;1051;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2014;1051;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2015;1078;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2016;1133;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2017;1182;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2018;1212;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;L;_Z;V;XDC;N;2019;1253;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2000;3348;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2001;3588;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2002;3814;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2003;4064;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2004;4357;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2005;4756;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2006;5305;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2007;5868;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2008;6380;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2009;6430;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2010;6659;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2011;7022;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2012;7481;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2013;7824;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2014;8095;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2015;8450;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2016;8899;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2017;9534;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2018;10171;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;M_N;_Z;V;XDC;N;2019;10713;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2000;11741;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2001;12016;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2002;12402;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2003;12786;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2004;13229;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2005;13515;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2006;14454;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2007;14958;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2008;15560;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2009;16258;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2010;16760;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2011;17133;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2012;17699;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2013;17955;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2014;18416;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2015;19245;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2016;20121;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2017;20819;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2018;21585;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTQ;_Z;V;XDC;N;2019;22441;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2000;13383;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2001;13686;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2002;14127;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2003;14537;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2004;15060;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2005;15393;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2006;16416;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2007;17016;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2008;17709;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2009;18472;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2010;19015;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2011;19437;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2012;20062;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2013;20375;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2014;20862;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2015;21782;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2016;22720;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2017;23532;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2018;24330;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;OTU;_Z;V;XDC;N;2019;25341;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2000;1642;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2001;1669;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2002;1724;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2003;1751;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2004;1830;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2005;1878;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2006;1963;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2007;2058;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2008;2149;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2009;2213;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2010;2254;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2011;2304;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2012;2363;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2013;2420;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2014;2446;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2015;2537;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2016;2599;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2017;2713;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2018;2745;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;RTU;_Z;V;XDC;N;2019;2899;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2000;47194;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2001;47814;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2002;48825;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2003;49539;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2004;50603;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2005;51888;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2006;54569;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2007;57301;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2008;60276;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2009;61198;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2010;62220;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2011;64422;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2012;67010;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2013;68487;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2014;70331;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2015;72175;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2016;75179;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2017;77691;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2018;81320;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;D1;_T;_Z;V;XDC;N;2019;84761;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2000;576;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2001;546;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2002;538;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2003;546;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2004;564;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2005;599;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2006;561;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2007;604;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2008;730;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2009;765;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2010;707;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2011;768;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2012;791;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2013;740;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2014;664;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2015;692;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2016;571;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2017;751;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2018;731;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;A;_Z;V;XDC;N;2019;874;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;BTE;_Z;V;XDC;N;2000;3679;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT1;W2;S1;S1;D;P51G;BTE;_Z;V;XDC;N;2001;3555;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
