FREQ;REF_AREA;COUNTERPART_AREA;REF_SECTOR;COUNTERPART_SECTOR;ACCOUNTING_ENTRY;STO;ACTIVITY;VALUATION;PRICES;UNIT_MEASURE;TRANSFORMATION;TIME_PERIOD;OBS_VALUE;OBS_STATUS;CONF_STATUS;COMMENT_OBS;EMBARGO_DATE;PRE_BREAK_VALUE;COMMENT_DSET;REF_PERIOD_DETAIL;REPYEARSTART;REPYEAREND;TIME_FORMAT;TIME_PER_COLLECT;DECIMALS;TABLE_IDENTIFIER;TITLE;TITLE_COMPL;UNIT_MULT;LAST_UPDATE;COMPILING_ORG;COMMENT_TS;DATA_COMP;CURRENCY;DISS_ORG
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2000;405;A;F;careful;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2001;399;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2002;416;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2003;427;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2004;431;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2005;439;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2006;442;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2007;494;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2008;485;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2009;497;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2010;516;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2011;553;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2012;586;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2013;613;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2014;655;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2015;673;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2016;689;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2017;717;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2018;793;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;A;_Z;V;XDC;N;2019;814;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2000;25020;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2001;25458;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2002;25404;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2003;25777;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2004;25740;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2005;26476;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2006;27416;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2007;28955;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2008;30441;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2009;29648;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2010;29881;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2011;31485;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2012;33274;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2013;34097;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2014;34888;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2015;35528;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2016;36711;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2017;37619;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2018;39952;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;BTE;_Z;V;XDC;N;2019;41531;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2000;22449;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2001;22867;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2002;22802;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2003;23127;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2004;23031;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2005;23746;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2006;24651;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2007;26016;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2008;27322;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2009;26444;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2010;26669;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2011;28149;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2012;29682;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2013;30387;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2014;31117;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2015;31786;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2016;32829;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2017;33697;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2018;35846;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;C;_Z;V;XDC;N;2019;37274;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2000;8245;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2001;8067;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2002;7850;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2003;7876;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2004;7994;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2005;8048;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2006;8401;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2007;8939;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2008;9392;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2009;9380;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2010;9465;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2011;9782;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2012;10175;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2013;10398;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2014;10829;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2015;11106;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2016;11510;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2017;12086;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2018;12959;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;F;_Z;V;XDC;N;2019;13764;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2000;24093;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2001;24477;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2002;25110;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2003;25516;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2004;26130;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2005;27197;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2006;28346;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2007;29510;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2008;30894;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2009;31349;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2010;31885;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2011;33000;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2012;34361;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2013;35359;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2014;36558;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2015;37357;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2016;38908;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2017;40180;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2018;42243;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTI;_Z;V;XDC;N;2019;43595;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2000;27854;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2001;28332;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2002;29170;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2003;29502;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2004;30179;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2005;31296;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2006;32481;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2007;33840;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2008;35426;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2009;35897;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2010;36433;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2011;37960;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2012;39666;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2013;40938;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2014;42368;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2015;43442;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2016;45328;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2017;46838;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2018;49370;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;GTJ;_Z;V;XDC;N;2019;51285;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2000;3761;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2001;3856;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2002;4060;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2003;3986;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2004;4050;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2005;4099;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2006;4135;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2007;4329;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2008;4532;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2009;4548;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2010;4548;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2011;4960;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2012;5304;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2013;5579;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2014;5811;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2015;6085;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2016;6420;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2017;6658;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2018;7127;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;J;_Z;V;XDC;N;2019;7690;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2000;5670;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2001;5928;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2002;5943;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2003;6097;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2004;6370;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2005;6584;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2006;7019;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2007;7232;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2008;7655;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2009;7703;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2010;7848;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2011;8054;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2012;8030;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2013;8217;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2014;8259;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2015;8447;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2016;8501;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2017;8572;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
A;AT;W2;S1;S1;D;D1;K;_Z;V;XDC;N;2018;8604;A;F;;;;;C;;;P1Y;;0;T1002;;;6;2021-12-14T14:17:24;;;;;
